"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7852","PRISM.7875","PRISM.7897","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8264","PRISM.8275","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8758","PRISM.8778","PRISM.8783","PRISM.8785","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","Validation.UMCG0333264","Validation.UMCG1180653","Validation.UMCG1576297","Validation.UMCG1705352","Validation.UMCG1708847","Validation.UMCG2023308","Validation.UMCG2136686","Validation.UMCG2739287","Validation.UMCG2788516","Validation.UMCG3243705","Validation.UMCG3299495","Validation.UMCG3321127","Validation.UMCG3595094","Validation.UMCG3748218","Validation.UMCG4000898","Validation.UMCG4081271","Validation.UMCG4268471","Validation.UMCG4722506","Validation.UMCG4789724","Validation.UMCG4851027","Validation.UMCG5113553","Validation.UMCG5308346","Validation.UMCG5437940","Validation.UMCG5613882","Validation.UMCG5792346","Validation.UMCG5921444","Validation.UMCG6047689","Validation.UMCG6054655","Validation.UMCG6262744","Validation.UMCG6628208","Validation.UMCG6720116","Validation.UMCG6738619","Validation.UMCG6868484","Validation.UMCG6966873","Validation.UMCG7115152","Validation.UMCG7198526","Validation.UMCG7563651","Validation.UMCG8089650","Validation.UMCG8255148","Validation.UMCG8438880","Validation.UMCG9119812","Validation.UMCG9189151","Validation.UMCG9830707"
"C24:0 TAG",38.4849,12.1611,28.0116,12.5926,35.262,9.5543,42.3666,34.1344,11.6338,22.533,28.1215,41.0209,40.435,10.4678,90.7987,38.4871,39.9689,532.913,22.1467,239.812,5.80808,306.511,61.9365,23.5923,0,0,37.9054,22.5956,0,0,0,153.527,577.942,244.261,26.4902,0,9.22117,0,73.6796,616.861,19.5428,747.141,13.226,27.6538,13.5512,128.125,316.18,67.0922,17.5212,65.0135,15.4387,60.0867,12.6654,151.973,13.3951,146.891,14.7099,309.296,90.2917,387.489,36.57,15.9049,216.312,64.126,50.9547,183.322,212.328,28.1718,57.4706,86.7962,296.264,39.8867,133.018,116.347,8411.93,0,364.976,14.2398,15.0755,37.6572,12.5671,120.928,0,0,2048.49,12.5579,107.093,19.8878,459.451,119.8,55.3605,28.5944,160.91,111.531,9.39486,23.3178,0,0,78.7808,97.2087,124.618,387.515,228.645,747.403,35.7674,0,32.9028,1744.99,27.4592,0,126.164,5018.19,0,104.228,0,51.1957,387.989,412.918,8.60258,86.6976,0,34.7097,194.726,54.1351,56.0874,399.901,0,133.472,78.1226,164.648,200.857,179.218,41.0657,248.372,71.0503,116.079,122.628,50.0327,495.959,11.7786,1032.23,217.151,76.1342,96.3109,83.0273,205.222,62.6668,32.838,11.6285,120.999,456.205,172.437,13.9176,111.379,408.7,25.4862,45.9031,42.2343,0,261.668,239.248,15.5809,13.3791,37.0779
"C24:1 SM",29.7762,12.9268,35.01325,23.5612,0,8.10375,91.15135,4.749215,21.2258,27.9451,0,55.7256,30.6522,23.96734,0,29.1599,0,355.5105,0,0,0,12.29055,0,0,0,0,15.75673,6.737,81.37475,0,0,23.8086,27.69925,45.7376,0,0,59.7686,0,0,59.38015,0,22.98845,0,5.8330488,4.27742,19.267,103.385,54.96015,0,13.5654,133.6496,87.193,9.18795,256.8695,0,574.523,10.8113,449.5555,34.56205,461.789,0,0,218.503,0,0,0,290.309,0,169.72,19.6779,226.1625,13.9522,37.2638,14.10745,118.873,46.6881,0,20.66125,250.3155,35.31905,7.6522,78.4374,387.277,0,3464.065,0,33.54265,12.69805,37.8727,40.34575,9.68265,0,55.75275,32.8568,17.2183,10.45145,0,0,0,65.1445,0,381.2305,1182.4725,0,57.0806,0,9.04105,24.95565,0,0,33.14205,38.23905,0,118.4533,0,18.0678,655.528,76.9413,22.87835,76.91955,0,17.2063,262.4425,28.11115,50.72155,11.0703,0,40.86795,46.80495,14.8183,25.9745,16.5934,0,32.633,9.435,684.074,716.4545,0,336.3675,15.7699,406.9105,177.5082,54.74705,18.8823,31.13835,24.35465,26.58395,47.5201,32.3846,11.9255,79.6139,44.97205,17.1854,23.39335,41.25655,32.33115,19.74335,420.764,0,334.298,18.5412,12.6086,0,0
"C3-DC-CH3 carnitine",207.413,26.4215,228.818,39.6105,21.628,37.8398,27.4989,102.946,71.7219,76.0533,109.748,49.8489,62.6082,27.1799,1369.75,349.143,107.908,200.209,298.466,2566.06,14.4445,260.676,471.096,148.734,0,19.4321,62.988,56.6772,0,47.2139,0,463.528,7310.52,1517.71,163.247,0,0,14.9409,210.522,5141.07,36.2029,5488.51,68.9859,349.957,18.2252,1209.86,1657.11,290.918,97.2481,550.549,38.5298,95.3847,14.9412,780.96,125.735,58.5328,32.5605,742.88,689.996,720.802,593.491,155.238,879.194,149.171,202.616,1519.71,1075.64,82.8652,498.087,510.906,323.449,387.044,1867.69,1841.79,5590.5,163.575,5704.71,79.8894,24.0501,140.423,32.2585,1227.3,26.6354,53.2296,515.858,41.9232,717.897,13.0483,711.831,176.28,330.265,54.2778,1914.46,2230.2,73.9772,69.2608,37.1331,48.037,188.866,186.996,255.462,132.501,1914.94,6416.08,130.928,40.4097,103.7,14058.9,222.678,71.9459,1004.35,4531.9,131.443,141.53,0,287.448,109.613,1101.04,50.048,585.85,0,224.904,614.546,238.349,65.3956,4404.03,79.2133,418.536,267.955,598.631,1506.23,694.202,320.461,2150.75,600.567,196.979,257.679,258.658,3048.19,124.855,2063.27,1757.81,462.348,506.158,395.091,2720.95,64.3031,580.701,28.0142,855.566,1796.78,1261.8,136.819,1212.39,3324.95,61.4707,327.184,50.065,0,2603.82,1315.33,50.9941,56.9852,371.212
"C30:0 DAG",38.2149,73.32,111.95,38.494,0,27.4169,93.5212,126.548,102.866,49.8289,27.3354,103.466,61.8415,51.6435,57.0871,47.1827,129.785,51.867,57.7313,67.4205,8.14542,51.6665,91.1609,37.7179,0,19.5791,9.65273,59.329,53.3953,0,0,155.226,87.9852,223.154,70.0627,0,19.8355,0,34.4731,272.412,23.1466,71.7209,39.9448,46.0842,21.7892,150.193,339.51,235.12,33.8187,54.0005,93.0543,74.5339,0,753.511,15.8954,388.53,83.9054,1104.31,120.368,760.34,0,43.3452,807.54,54.0278,56.7492,50.4981,306.751,0,278.851,84.9595,313.734,150.818,158.726,57.4131,138.191,72.8023,0,111.371,82.2548,110.964,24.7023,401.162,106.259,48.852,2786.39,17.8124,195.395,32.0526,206.598,133.656,56.9689,26.9591,190.278,42.9805,149.508,29.3242,0,24.5389,0,129.587,0,246.771,381.07,79.4537,145.929,0,52.038,245.827,74.8519,54.1039,157.01,68.6562,36.2206,270.953,0,55.9749,324.044,328.12,114.841,209.941,45.2088,54.7424,216.072,114.242,74.3237,77.0933,0,141.704,62.9356,175.896,113.643,188.77,43.892,101.802,72.7692,366.865,477.978,0,863.703,114.477,480.296,196.636,439.307,94.2373,80.9433,106.612,78.4185,33.9733,34.0806,57.0651,222.038,41.5673,0,124.04,137.566,138.322,105.946,458.79,0,1990.18,96.9858,17.6679,47.1259,0
"C32:0 DAG",80.6856,172.227,168.397,115.178,0,26.2114,326.677,193.937,193.596,86.47,38.2798,270.304,239.181,135.648,110.756,37.0498,195.263,226.856,52.4899,66.4868,33.9395,48.8655,129.415,66.1202,0,46.6456,13.8653,98.2335,197.344,0,0,152.655,216.632,224.629,65.6812,0,302.859,9.3401,0,491.342,16.3439,249.367,70.9493,26.0025,34.4474,81.8912,374.543,349.945,132.355,81.7481,227.15,151.26,0,797.898,26.7972,367.014,103.905,1517.86,76.6783,870.905,25.6747,64.0952,750.216,40.943,94.8582,26.9425,501.214,0,437.748,50.628,279.361,144.58,171.728,56.0005,113.431,192.423,0,442.512,179.919,179.73,79.3436,864.448,995.123,87.7785,3077.32,39.4251,136.7,48.9067,39.2145,168.372,66.1569,30.9244,308.854,102.024,119.663,81.1043,20.8957,0,0,110.417,0,145.724,579.152,93.1834,168.282,0,88.6114,220.091,145.557,68.9915,204.115,38.907,0,243.617,26.2699,0,416.827,141.849,91.9518,291.48,121.542,45.9337,202.065,230.745,259.302,39.9308,0,88.5706,102.255,46.2709,89.5024,64.5958,37.0169,60.2451,101.544,474.99,434.657,0,600.294,135.349,366.804,169.744,294.193,83.4538,38.2143,144.892,23.62,305.179,97.2929,0,100.522,81.1894,0,184.764,211.94,185.307,98.41,1130.1,0,1180.96,81.5957,51.2166,19.6433,51.0235
"C32:1 PC",20.3527,45.8666,40.9412,108.4,13.7342,18.7879,244.597,175.053,163.665,146.02,25.796,285.329,131.927,52.3322,0,13.2546,38.993,461.798,53.4935,12.5557,37.3169,35.8358,19.3267,124.896,0,32.9511,23.6893,122.159,213.614,0,25.3735,78.675,211.474,264.532,39.9268,0,300.534,9.11179,0,705.833,0,443.078,16.7595,15.1255,12.9201,35.1789,199.58,400.067,250.406,28.2928,358.536,31.4926,33.8549,313.443,13.2984,171.816,45.5055,661.561,58.7949,817.382,25.3887,15.4789,261.365,50.3516,89.6885,0,345.853,0,178.324,18.4122,414.436,38.2283,96.0289,27.5651,55.7722,186.161,0,68.3746,358.812,56.0286,21.6425,1098.48,2968.12,38.8624,1649.07,58.4851,116.101,25.1838,28.0428,154.639,40.1238,35.9655,308.524,130.857,53.6627,113.226,0,0,0,74.7431,0,43.9154,477.731,91.9312,86.6797,0,77.2145,0,124.653,52.4112,148.995,34.4603,0,194.904,15.8426,0,699.159,119.054,19.1146,158.357,44.4859,18.6378,82.9768,91.8203,59.7535,0,0,26.2684,79.0425,18.2451,36.5814,0,17.6079,26.6857,74.3336,173.367,195.515,0,201.95,0,150.766,68.2166,106.981,45.6232,29.5121,91.433,0,75.3242,46.2251,0,31.6171,74.7907,0,109.816,57.2891,146.545,37.8022,773.327,29.9064,234.29,49.8646,22.9077,0,118.287
"C32:2 DAG*",0,22.4687,0,28.0993,14.6042,18.1082,66.2086,0,12.8271,66.144,0,20.0636,11.2008,10.9164,0,0,0,406.175,0,0,81.0817,0,0,0,0,12.3395,0,0,46.9758,0,53.2844,0,0,0,0,0,69.7802,0,0,0,0,11.5441,0,0,0,18.3079,0,31.582,0,0,26.1119,0,22.3079,75.6332,0,16.8789,0,183.665,0,20.0503,0,0,39.2356,0,0,0,65.9831,0,27.4979,0,24.8219,0,0,0,0,0,0,18.4477,155.996,29.6926,0,0,1340.15,0,189.817,0,0,10.4517,0,20.8213,0,34.2662,0,0,0,0,0,0,0,0,0,0,71.9261,0,0,0,0,0,0,0,0,0,0,0,0,0,651.002,0,20.5964,0,0,0,27.3792,7.6543,0,0,0,0,0,0,0,0,0,0,0,28.3505,134.548,0,24.9891,0,27.6124,0,0,0,0,0,0,162.772,13.0132,0,0,44.0055,0,17.3511,22.2612,0,0,258.489,96.5235,27.2777,0,0,0,74.1374
"C34:0 DAG*",0,0,0,0,0,0,30.8316,0,20.6283,23.3656,0,0,27.3022,18.971,0,0,0,0,0,18.1371,7.49706,0,0,0,0,0,0,0,0,0,0,0,21.7804,30.7367,0,0,0,0,0,0,0,0,0,11.8475,0,23.9341,0,34.4634,0,0,21.5192,46.4924,0,101.372,0,0,0,185.778,0,112.106,0,0,126.914,0,0,0,31.3242,0,59.1606,11.857,54.4368,17.1976,0,0,0,0,0,0,21.6022,0,0,39.3451,0,0,14.7904,0,0,16.8053,0,9.96911,0,0,0,0,38.2017,0,0,0,0,0,0,0,15.4495,0,25.2883,0,0,0,0,0,53.3806,0,0,0,0,0,0,0,39.7114,0,0,0,0,10.4647,0,0,0,0,0,18.3726,0,26.937,0,0,0,0,12.1119,0,165.113,28.9535,110.828,0,48.6437,0,0,0,0,17.9986,16.2542,0,0,0,0,27.6743,32.7819,29.6268,0,48.8721,0,64.0152,0,0,13.6538,0
"C34:0 PE",348.4,52.9174,194.388,149.9,11.3367,55.6113,15.0893,325.27,90.8982,31.515,197.946,180.991,245.321,107.597,361.764,240.397,84.1743,756.201,1470.98,782.694,8.17772,199.21,190.379,38.2267,40.387,42.4714,36.3195,70.7897,19.9938,212.112,0,497.656,1885.32,1898.26,198.649,42.7088,13.7271,50.0626,343.416,2535.44,38.9904,1872.39,311.962,95.182,21.0691,499.685,2117.9,399.721,173.874,159.603,42.5203,56.9736,34.0321,1210.13,100.924,54.5861,22.7681,700.47,2662.43,859.817,133.43,510.047,1047.37,198.355,189.513,4074.89,874.533,60.785,222.676,1339.28,395.741,243.069,736.729,882.412,2498.31,697.089,997.108,336.869,31.7424,247.43,128.878,1594.96,16.5686,51.809,115.06,65.4834,4009.48,14.4617,1158.3,173.942,595.65,160.636,827.967,408.196,162.726,73.3983,0,50.9446,479.213,1195.25,1461.48,56.491,535.68,2855.62,323.764,0,399.471,4968.96,170.238,135.126,2671.1,1934.48,116.661,284.367,27.4944,81.6654,0,2969.33,96.5853,1013.55,27.2057,606.501,1095.02,114.982,84.3769,1341.46,266.671,1720.56,62.3839,868.072,491.447,842.621,305.746,393.289,495.83,32.3972,93.1239,206.279,1689.36,163.477,1521.97,329.49,400.581,244.648,368.136,788.953,117.629,742.758,40.8666,190.951,1870.98,593.451,0,265.533,1941.57,54.0606,462.102,27.8437,0,2424.11,1261.69,119.872,56.8187,237.848
"C34:1 DAG*",1670.58,1265.22,2225.59,923.439,573.164,223.411,3120.33,814.096,2693.33,173.288,514.102,1043.23,828.802,1989.82,1396.24,510.087,2187.11,1800.76,1145.48,2711.11,38.1748,360.539,3248.83,444.454,0,1127.57,104.124,230.652,1019.04,89.0015,58.28,870.924,1199.03,1192.6,651.373,25.2984,185.27,191.26,195.094,2319.62,249.581,1220.78,1324.47,457.74,430.497,2500.56,1543.81,1278.78,183.286,825.968,1042.02,942.824,79.5315,3284.74,458.234,423.686,883.623,3459.46,1568.46,2555.56,361.227,1403.93,3853.23,275.427,808.079,716.969,3184.57,224.28,3938.21,442.796,1021.33,4652.19,1268.08,1117.07,612.337,1521.16,1148.8,3092.74,1487.15,1907.17,379.793,2496.19,754.696,968.145,1808.06,87.7323,1686.63,235.32,534.52,251.772,1770.83,173.817,1597.9,849.802,4195.68,383.121,127.642,335.873,125.494,337.339,364.31,206.557,1708.62,2051.97,3169.38,0,880.614,5385.96,1152.1,485.997,1799.24,940.921,484.62,655.624,318.804,666.719,199.718,1031.43,3176.17,4497.74,1594.66,1448.16,708.344,627.696,750.231,1555.43,340.505,1056.16,675.808,748.545,1323.11,1470.08,1429.4,865.38,513.668,982.625,1951.27,93.6057,3412.63,4685.86,1601,2495.29,1754.14,714.481,498.454,1559.72,207.26,856.715,1816.71,319.811,1308.36,531.313,84.9332,555.161,2255.41,763.551,1021.43,2797.1,7.32313,7535.86,757.019,207.083,956.182,122.4
"C34:1 PC",4110.89,3048.53,3501.28,2204.29,587.725,150.399,4060.07,946.964,4456.76,287.041,1653.44,2805.33,1967.83,3198.82,2619.24,636.025,4034.11,3280.61,895.039,3734.95,41.7335,916.133,2637.27,623.575,0,2064.69,130.969,539.406,2846.68,0,35.0784,1232.63,2717.75,1197.59,882.426,56.5807,458.682,358.9,59.6112,2108.85,407.985,1576,2639.86,336.523,836.87,1079.73,2085.04,2913.68,596.247,3110.99,1809.69,3456.01,100.44,3005.67,980.607,1243.51,1900.3,5369.75,781.08,3708.35,396.969,2551.52,3984.27,145.921,748.562,640.55,3892.85,393.886,5861.79,384.536,1324.04,5163.61,1356.33,1838.36,860.981,3703.28,1156.35,5430.15,2685.62,4201.18,1179.46,3279.31,2019.06,2170.25,2373.75,230.172,441.283,616.166,247.143,520.005,2832.89,438.072,3464.17,1089.58,4645.48,949.627,312.598,788.714,131.843,544.118,113.873,297.032,3095.9,2844.45,5615.84,50.1151,1377.15,5927.76,1676.67,1157.14,3459.07,837.395,161.711,1134.03,1046.91,1495.15,301.581,630.325,3359.05,6519.59,3885.01,2444.25,837.324,967.227,471.019,1137.59,179.705,2698.12,1137.02,436.93,1868.27,804.647,2548.33,926.38,870.674,689.854,3203.37,0,4464.64,7181.09,2839.02,2544.91,2393.57,1239.18,275.914,3059.83,158.758,3808.28,3526.47,76.0509,1017.02,847.522,52.6345,1281.65,3438.86,1686.98,2793.45,3779.82,0,7009.22,1570.09,249.31,749.187,120.606
"C34:1 PC plasmalogen-A",316.322,1260.66,533.548,625.621,39.9049,91.9499,1142.61,554.876,1100.84,406.472,347.357,1658.26,1335.93,1784.57,333.332,130.493,764.749,587.633,198.511,359.672,60.2873,172.053,516.017,238.515,0,271.918,53.1311,309.631,2232.82,0,41.884,413.098,793.418,661.867,376.554,97.5286,243.662,57.3622,0,1453.59,73.3078,1162.89,406.337,121.899,116.899,1115.41,885.809,1740.88,612.604,577.178,1363.35,723.554,20.4068,2008.36,142.545,417.972,461.431,2951,232.239,2251.03,85.2552,359.443,1792.27,177.202,369.483,112.407,1461.92,46.6803,1889.66,134.811,1166.76,460.955,642.163,541.979,219.684,971.581,92.1059,1420.56,643.782,841.763,199.921,3439.71,2245.79,317.636,998.087,178.373,346.222,227.602,107.918,446.485,642.773,338.993,1138.4,501.696,1545.33,243.393,55.8139,101.545,0,451.714,30.5615,106.297,1487.01,470.039,785.13,75.7523,295.437,683.101,668.844,306.85,844.715,389.034,103.756,662.495,346.011,198.432,308.823,374.122,1167.67,824.334,1109.04,230.987,448.941,507.435,90.1935,202.26,0,563.709,339.736,65.9692,360.845,107.667,181.44,194.634,426.165,178.017,2066.45,0,916.81,366.453,1514.05,412.128,633.924,312.998,114.809,743.056,44.7072,584.826,614.318,24.1481,346.653,160.3,0,533.366,789.685,551.926,471.329,1226.06,9.18226,2299.85,494.925,101.891,50.1901,75.0701
"C34:2 DAG",85.0264,230.659,156.331,248.179,0,21.337,311.967,66.2834,295.671,55.7914,64.5681,445.375,341.842,476.08,150.196,52.3451,313.361,271.209,46.6872,99.1647,52.6994,56.361,149.842,0,0,72.9207,0,40.7447,568.837,0,27.9765,85.0551,324.026,95.8604,74.0234,56.1664,37.2115,18.8639,0,135.19,16.9215,180.284,189.641,39.3722,47.0748,141.019,303.156,489.206,120.783,239.697,194.903,530.707,0,302.638,96.014,101.578,133.849,942.304,51.0275,373.28,55.6221,135.567,326.525,40.614,60.7257,0,571.527,0,846.334,27.8368,483.122,65.7224,157.169,174.491,0,364.597,0,1066.62,243.17,293.107,128.741,421.55,1036.55,173.884,109.195,16.1545,79.632,36.5884,0,86.545,110.405,188.442,281.395,82.7828,265.39,37.8202,35.4329,38.2045,0,132.959,0,39.0967,393.434,125.425,274.029,0,107.977,230.788,163.342,46.8781,196.608,50.7742,0,102.237,43.7528,57.08,186.258,68.5963,148.071,387.114,245.795,44.4766,86.6263,58.3689,0,78.6739,0,108.098,120.339,18.6752,60.4773,0,21.627,34.1151,105.166,35.1378,142.926,0,275.805,71.8023,282.71,68.1014,84.1291,59.5295,35.5136,149.696,0,3010.48,82.5801,0,92.9921,36.9343,0,96.8082,489.785,119.543,169.925,159.227,61.731,336.25,72.6396,14.4627,0,31.554
"C34:2 DAG*",0,15.3596,51.7027,19.0875,0,76.5121,15.9781,0,25.0803,86.5299,14.6167,34.9787,0,34.6393,0,0,0,70.268,0,0,69.0525,0,0,0,0,0,0,0,25.7567,0,56.3762,0,16.7797,0,0,0,0,0,0,0,0,23.9958,14.3202,12.5778,12.0416,66.0928,0,102.023,19.6435,34.5533,46.888,57.9039,0,0,0,10.0262,21.6452,23.7112,0,37.2057,0,15.2747,0,0,0,0,102.917,0,98.8254,0,77.7447,0,0,76.7617,0,0,0,51.1552,9.94748,30.7996,0,56.7775,19.1873,0,12.0545,0,0,0,0,42.1444,37.1948,87.5114,0,0,0,0,0,0,0,0,0,0,17.5273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32243,0,30.1658,0,0,0.130182,0,0,0,0,0,0,0,0,0,0,0,0,86.2997,0,20.061,0,35.7304,0,0,0,0,15.0514,0,16.408,0,0,0,0,0,12.0274,0,14.3174,0,14.9676,41.2999,28.1,0,0,0,0
"C34:2 PC",972.837,36.243,373.942,743.711,0,111.888,28.4482,730.993,109.278,37.4741,157.891,1183.32,902.945,486.822,246.025,1310.12,132.1,434.746,2050.8,1308.49,8.39747,295.433,126.572,72.0845,228.231,210.05,69.2414,69.5023,60.7784,793.621,0,225.913,924.244,2211.53,749.11,114.903,8.67284,121.121,345.307,2463.1,62.3387,666.414,1079.18,140.685,0,442.18,2006.33,891.853,915.741,125.601,110.89,50.7473,0,783.513,301.748,222.47,0,426.581,4057.85,1470.6,38.6295,1430.34,410.473,329.168,168.332,6242.87,2700.2,49.1004,122.764,1920.49,190.552,203.341,846.169,1505.68,1162.07,1198.33,298.962,1402.24,114.947,473.416,424.343,3521.57,16.8196,23.6199,39.5624,129.192,5717.75,39.1905,2076.27,70.5785,357.789,228.103,663.836,501.995,455.341,56.2866,0,50.5599,909.787,5337.89,2047.31,126.678,136.413,3768.44,656.157,0,728.734,1003.79,379.88,584.651,3812.05,1277.54,179.881,871.834,92.5296,90.0489,0,4392.24,218.537,2828.88,39.2262,1502.9,2387.28,118.525,159.862,915.673,659.898,2910.85,31.4366,701.406,661.52,698.353,579.043,162.438,864.737,18.3796,69.194,139.338,2206.43,198.188,925.423,59.8116,560.561,235.312,611.826,175.837,157.494,1255.75,115.252,60.417,2157.32,812.107,0,89.598,1528.8,31.574,825.436,29.8683,0,2597.54,1261.21,95.9518,37.2187,371.137
"C34:3 DAG",888.105,1196.64,997.542,1269.22,708.347,378.545,2857.22,1241.62,1848.85,158.034,318.469,791.077,1806.56,3652.83,426.685,530.694,863.192,2770.08,1988.19,2450.48,14.9724,1226.73,4146.26,551.971,0,917.353,54.7425,196.563,1525.66,254.317,0,594.546,733.556,1300.92,104.928,28.0226,158.652,133.804,231.73,1168.98,289.32,1106.3,579.914,614.43,325.177,1223.64,1247.84,1063.96,133.397,615.847,1254.29,258.927,121.132,2595.89,320.768,175.575,506.282,1692.19,2833.53,2124.71,429.066,1401.93,2635.27,439.067,429.631,1316.33,2994.02,64.7006,4591.73,838.139,915.492,5116.54,1280.7,809.235,597.616,342.805,269.316,1051.73,1445.66,1748.07,229.52,1815.53,569.934,159.473,508.023,74.5564,4714.99,152.294,675.935,192.724,1109.08,45.4757,679.365,314.426,5665.28,189.037,65.2024,185.343,292.416,219.216,616.324,146.023,1795.08,1728.87,2273.17,0,644.851,1124.95,456.05,408.866,1210.62,557.302,436.847,441.639,247.892,703.255,172.646,2546.87,4911.33,3981,947.879,2192.27,588.072,346.449,865.011,867.548,153.498,1732.79,653.097,736.683,1316.85,769.691,1047.75,228.797,479.327,977.696,1155.18,55.2748,2952.67,5213.77,1701.56,743.347,1653.43,243.492,858.493,406.585,79.7395,1141.3,3269.29,158.175,1314.01,462.511,74.036,196.6,1927.07,638.659,1129.05,2119.94,0,9861.03,793.97,59.8713,401.677,150.732
"C34:3 DAG*",3316.85,8168.22,5040.91,5568.24,1859.11,400.094,11592.1,1730.86,9133.21,434.515,2026.89,10337.8,7397.41,7346.92,3912.61,999.447,7559.94,4331.31,1401.73,8875.73,60.4965,1289.81,10837.5,7724.72,53.5695,6413.06,158.026,754.799,7574.2,146.342,54.4563,2016.97,7635.33,1992.49,2234.68,88.5099,3400.34,1075.23,135.993,4179.67,405.605,3931.61,6699.54,592.492,1117.68,3753.07,3106.13,3257.2,455.44,2910.94,4666.64,4392.27,155.692,6220.6,1684.62,940.621,3003.39,6122.77,975.892,8557.79,3255.21,6677.47,7915.83,194.858,2968.19,1182.39,11976.6,862.456,9674.24,693.828,2263.77,9477.22,3869.48,3065.83,1213.2,5932.04,2472.9,6929.18,5979.61,5652.91,4712.72,6273.02,5646.22,3046.61,2171.86,219.039,1166.87,1131.52,465.885,623.704,10719.5,1512.43,3915.44,2634.69,10255.7,3497.3,544.285,1479.6,296.671,698.647,305.573,182.563,9720.27,3596.69,12138.5,0,2238.44,8481.41,4425.71,1505.93,4967.94,1850.18,284.601,1162.14,8799.33,1383.7,227.788,1404.89,8610.35,13308.7,13668,6745.3,3120.59,3328.17,2564.53,1238.53,146.445,3096.24,4331.32,2216.24,2089.69,2274.81,6236.71,2222.45,886.657,5477.87,4335.98,419.887,7935.84,10594.8,7566.45,7465.75,3690.06,800.864,569.665,2025.13,259.036,5142.38,6781.44,242.54,7330.65,655.943,380.107,457.099,7226.8,2183.01,4286.11,5282.26,8.98752,12898.1,5686.7,1498.35,3814.92,927.949
"C36:0 DAG",5348.8,10454.5,8349.94,8176.61,2272.33,557.734,12025.1,1554.65,11831.8,948.505,3219.25,14203.4,8301.69,9577.67,7421.19,1666.03,10803.3,5241.18,1793.41,10454.2,123.951,1854,10507.6,1439.77,63.6808,7784.25,453.867,1340.05,9164.29,108.631,95.0471,3157.82,6021.16,3196.97,1686.43,219.997,3916.47,1847.93,99.6921,4008.32,768.652,6115.68,7964.81,721.803,1575.15,4235.24,3791.56,6012.5,1329.07,6891.02,5493.94,13076.2,352.782,7716.58,3461.18,2311.75,4005.69,8858.12,1000.33,10147.5,3638.25,5658.45,8870.98,203.054,3249.79,1095.17,9086.8,1235.71,11199.6,1199.38,5225.87,8090.27,4813.03,7059.66,2406.23,8944.75,2898.57,8656.23,6912.48,8072.3,4299.11,8125.3,7653,5509.41,2141.01,470.774,555.059,3253.03,467.407,1011.38,12602.8,3364.57,7411.48,3196.66,11201.2,3875.68,926.037,3889.17,351.249,788.313,180.296,646.434,10821.7,6666.15,13750,70.2601,3604.69,13105.6,5401.39,2501.92,8534.45,2173.45,254.532,2756.28,9532.98,3021.88,500.829,1039.2,8748.52,16572.9,16080.6,6893.31,2660.71,3274.77,1370.67,1978.55,291.947,4860.5,2378.34,2374.94,2329.41,1643.16,7608.75,2254.31,1238.99,2187.01,5222.69,148.914,8712.07,10040.8,9707.18,7358.25,4035.32,1350.15,417.284,4207.26,474.159,8840.2,8137.47,63.1438,3643.75,1045.26,277.55,1077.88,10995.9,3598.7,5203.81,5613.95,17.321,9025.12,7278.52,1395.07,2024.68,1008.19
